client_id,gender,age,region,income_monthly,profession,client_type,marital_status,has_children,years_with_bank,education_level,preferred_channel
C001584,F,58,Rostov-on-Don,105741.15412736128,Salesperson,Business,Divorced,1,3,Master,Mobile App
C001585,F,47,Krasnodar,116902.39045685116,Accountant,Retail,Single,1,14,PhD,Mobile App
C001586,F,56,Krasnodar,127879.58708538169,IT Specialist,Retail,Single,0,10,Bachelor,Website
C001587,M,23,Saint Petersburg,97817.25530439118,Student,Retail,Single,1,9,Master,Mobile App
C001588,F,20,Moscow,95819.59466787489,Doctor,Retail,Widowed,0,10,Bachelor,Mobile App
C001589,M,22,Moscow,108817.29852709829,Pensioner,Premium,Divorced,1,11,Master,Mobile App
C001590,M,20,Rostov-on-Don,122492.98875963333,Engineer,Retail,Divorced,0,12,Master,Branch
C001591,F,72,Yekaterinburg,88783.43277187935,Accountant,Premium,Single,1,0,Secondary,Website
C001592,F,70,Novosibirsk,26119.74667761429,Doctor,Retail,Married,0,9,Secondary,Website
C001593,F,72,Sochi,112148.48101275004,Student,Retail,Single,0,5,Bachelor,Call Center
C001594,F,70,Vladivostok,97254.35980528514,Teacher,Premium,Widowed,0,5,Secondary,Branch
C001595,M,53,Vladivostok,54552.790445446655,Pensioner,Business,Single,0,3,Bachelor,Website
C001596,F,48,Vladivostok,94828.61237407559,Student,Premium,Married,0,8,Bachelor,Branch
C001597,F,54,Sochi,89998.37176658073,IT Specialist,Retail,Married,0,8,Bachelor,Branch
C001598,M,51,Yekaterinburg,20000.0,Student,Retail,Divorced,0,12,Bachelor,Website
C001599,F,29,Saint Petersburg,115015.61068715739,Driver,Retail,Married,0,10,Bachelor,Call Center
C001600,F,54,Rostov-on-Don,126335.4579999878,Accountant,Retail,Married,1,12,Bachelor,Mobile App
C001601,F,56,Vladivostok,46574.086976245984,Engineer,Retail,Divorced,0,8,Bachelor,Website
C001602,M,44,Rostov-on-Don,140057.08403897422,Manager,Retail,Divorced,1,1,Secondary,Mobile App
C001603,M,30,Kazan,85865.6300283948,Engineer,Retail,Single,1,5,Master,Branch
C001604,F,67,Krasnodar,28120.93529789384,Engineer,Retail,Single,0,11,Bachelor,Website
C001605,F,51,Yekaterinburg,125042.03594360467,Teacher,Business,Married,0,10,Bachelor,Call Center
C001606,F,24,Novosibirsk,20000.0,Student,Retail,Single,1,4,Master,Call Center
C001607,M,66,Sochi,66097.17543096078,Teacher,Premium,Divorced,1,1,Master,Mobile App
C001608,F,48,Saint Petersburg,68954.64886929566,IT Specialist,Retail,Widowed,1,9,Master,Mobile App
C001609,F,66,Kazan,156531.05274367973,Salesperson,Retail,Single,1,8,PhD,Mobile App
C001610,M,49,Moscow,94093.58473041815,IT Specialist,Premium,Widowed,0,11,Secondary,Mobile App
C001611,M,61,Saint Petersburg,40671.466947890454,Salesperson,Retail,Married,1,2,Secondary,Branch
C001612,M,23,Sochi,136361.46136785526,Engineer,Retail,Single,1,9,Master,Mobile App
C001613,M,64,Krasnodar,20000.0,Driver,Premium,Widowed,0,3,Bachelor,Mobile App
C001614,M,59,Novosibirsk,106762.03933450986,Accountant,Retail,Married,0,3,Secondary,Mobile App
C001615,M,18,Moscow,117425.38255102714,Student,Retail,Divorced,0,0,Secondary,Branch
C001616,M,31,Yekaterinburg,122906.58305774746,Manager,Retail,Single,1,10,Bachelor,Mobile App
C001617,F,54,Kazan,82097.98837062983,Engineer,Premium,Widowed,0,0,Secondary,Branch
C001618,M,73,,75044.61422520441,Engineer,Retail,Single,0,11,Master,Mobile App
C001619,F,63,Vladivostok,95835.37435302237,Salesperson,Retail,Married,0,14,Secondary,Mobile App
C001620,F,24,,118546.71824428458,Driver,Retail,Single,0,14,Secondary,Website
C001621,F,44,Yekaterinburg,204045.6350112884,Doctor,Retail,Married,1,0,Master,Website
C001622,M,59,Vladivostok,118177.47576730391,Student,Retail,Married,0,14,Master,Mobile App
C001623,F,68,Krasnodar,35048.95210752744,Teacher,Retail,Divorced,0,11,PhD,Branch
C001624,F,27,Vladivostok,73517.2709856933,Doctor,Retail,Married,1,6,Secondary,Branch
C001625,M,69,Saint Petersburg,119219.72544922557,Engineer,Retail,Married,1,4,Secondary,Branch
C001626,F,18,Vladivostok,95490.12364693214,Salesperson,Premium,Divorced,0,10,Bachelor,Mobile App
C001627,F,60,Saint Petersburg,128317.45873565452,Doctor,Retail,Married,0,8,Bachelor,Mobile App
C001628,M,72,Novosibirsk,122185.49252923751,Student,Retail,Widowed,1,4,Secondary,Mobile App
C001629,M,35,Sochi,47679.85131504385,Driver,Premium,Married,0,1,Secondary,Website
C001630,F,36,Sochi,121772.50060013696,Accountant,Retail,Divorced,0,2,Bachelor,Mobile App
C001631,F,54,Sochi,48159.70579875874,Accountant,Retail,Widowed,1,14,Secondary,Mobile App
C001632,F,46,Sochi,20000.0,Student,Premium,Widowed,1,7,PhD,Website
C001633,M,23,Kazan,84403.59174492287,Engineer,Premium,Single,0,0,Master,Mobile App
C001634,F,68,Vladivostok,88698.47164236859,Salesperson,Retail,Widowed,0,4,Secondary,Call Center
C001635,M,28,Kazan,145928.3377003562,Salesperson,Retail,Married,1,2,Master,Mobile App
C001636,M,56,Novosibirsk,93197.25464229353,Student,Retail,Widowed,1,9,Master,Website
C001637,F,24,Yekaterinburg,58732.32084918738,Pensioner,Retail,Married,1,12,Bachelor,Website
C001638,M,56,Krasnodar,61415.41007963767,Manager,Retail,Divorced,0,8,Bachelor,Branch
C001639,M,20,Krasnodar,115223.62323949076,Driver,Retail,Single,0,14,Secondary,Mobile App
C001640,F,71,Rostov-on-Don,103346.17990545803,Engineer,Business,Widowed,0,2,Bachelor,Mobile App
C001641,M,50,Sochi,75701.96652114611,Driver,Retail,Widowed,0,9,Secondary,Mobile App
C001642,F,71,,106570.07643105314,Doctor,Retail,Divorced,1,7,Secondary,Mobile App
C001643,F,48,Sochi,92996.08337616963,Driver,Retail,Divorced,0,3,Bachelor,Branch
C001644,M,34,Yekaterinburg,64369.717148945376,IT Specialist,Retail,Widowed,1,6,Secondary,Mobile App
C001645,F,54,Yekaterinburg,116065.22984280657,Pensioner,Retail,Divorced,1,3,Bachelor,Website
C001646,F,33,Moscow,34459.59235437894,Accountant,Retail,Married,0,3,Secondary,Mobile App
C001647,F,40,Rostov-on-Don,82089.0077873179,Engineer,Retail,Divorced,0,11,Secondary,Website
C001648,F,39,Rostov-on-Don,95359.97770632597,Driver,Premium,Married,1,8,Bachelor,Mobile App
C001649,M,73,,25623.856147769846,Doctor,Retail,Single,0,1,Secondary,Mobile App
C001650,F,60,Rostov-on-Don,75784.2029268056,Pensioner,Retail,Widowed,1,0,Master,Mobile App
C001651,M,18,Krasnodar,88649.32838713693,IT Specialist,Retail,Married,1,6,Secondary,Mobile App
C001652,F,36,Vladivostok,131247.4132936753,Teacher,Premium,Divorced,0,5,Bachelor,Mobile App
C001653,F,24,Krasnodar,99331.60321624055,Engineer,Retail,Divorced,1,0,Master,Website
C001654,M,50,Krasnodar,114104.60275889898,Student,Retail,Single,0,8,Bachelor,Website
C001655,F,69,Krasnodar,38145.33080619462,Teacher,Retail,Married,0,11,Master,Website
C001656,F,19,Rostov-on-Don,118046.72089032186,Doctor,Retail,Single,0,6,Master,Call Center
C001657,F,38,Kazan,48153.55543582992,Manager,Premium,Married,1,0,Secondary,Mobile App
C001658,F,44,Vladivostok,83561.03920825414,Engineer,Retail,Widowed,0,7,Bachelor,Website
C001659,M,30,Saint Petersburg,93575.17755915482,Doctor,Retail,Married,1,12,Secondary,Call Center
C001660,M,49,Moscow,89290.06906631227,Accountant,Business,Single,0,9,Bachelor,Mobile App
C001661,F,49,Rostov-on-Don,109585.23236668954,Doctor,Retail,Married,1,11,Secondary,Branch
C001662,M,72,Sochi,90930.20048516976,Engineer,Retail,Widowed,1,1,Master,Branch
C001663,F,65,,77371.56693872242,Salesperson,Business,Widowed,1,2,Bachelor,Call Center
C001664,M,18,Novosibirsk,48179.18672806851,Engineer,Retail,Single,0,6,Secondary,Mobile App
C001665,F,46,Moscow,34970.50581489062,Student,Premium,Widowed,0,3,Master,Mobile App
C001666,M,19,Saint Petersburg,62090.416018056436,Doctor,Retail,Divorced,1,10,Bachelor,Website
C001667,F,61,Vladivostok,133376.05039620877,Manager,Retail,Married,0,7,Bachelor,Branch
C001668,F,64,Rostov-on-Don,98953.18848674656,IT Specialist,Premium,Single,0,9,Master,Website
C001669,F,68,Moscow,115569.68290765682,Manager,Retail,Divorced,1,1,Secondary,Call Center
C001670,F,56,Yekaterinburg,88195.96590745637,Engineer,Retail,Married,1,12,Secondary,Mobile App
C001671,F,73,Sochi,94308.9203407202,Driver,Retail,Widowed,0,11,Master,Mobile App
C001672,F,56,Kazan,74488.11216136892,Salesperson,Retail,Single,1,9,Bachelor,Mobile App
C001673,F,47,Krasnodar,33592.14491040688,Pensioner,Retail,Married,0,2,Secondary,Call Center
C001674,F,43,Moscow,111062.09787358728,Doctor,Retail,Divorced,1,0,Bachelor,Mobile App
C001675,M,44,Moscow,131044.04289782156,Pensioner,Retail,Single,0,11,Bachelor,Website
C001676,F,61,Yekaterinburg,82775.13270381259,Engineer,Retail,Widowed,1,0,Secondary,Mobile App
C001677,M,71,Rostov-on-Don,67605.88172015015,Doctor,Business,Widowed,0,9,Bachelor,Website
C001678,M,70,Vladivostok,120846.41328246277,Salesperson,Retail,Widowed,1,3,Bachelor,Website
C001679,M,66,Krasnodar,83058.30776934762,Engineer,Retail,Married,0,6,Master,Mobile App
C001680,M,29,Krasnodar,115411.94988085888,Doctor,Retail,Single,0,2,Master,Mobile App
C001681,F,70,Vladivostok,31870.305867516967,Manager,Retail,Divorced,1,13,Master,Branch
C001682,M,20,Rostov-on-Don,73585.82277679235,Manager,Business,Married,0,1,Master,Mobile App
C001683,F,25,,49794.46464187391,IT Specialist,Retail,Divorced,0,12,Secondary,Call Center
C001684,M,37,Moscow,89538.57763639023,Pensioner,Retail,Divorced,1,5,Secondary,Mobile App
C001685,F,20,Rostov-on-Don,142513.38527492428,Engineer,Retail,Widowed,1,2,Master,Mobile App
C001686,M,50,Moscow,83421.73782551076,Teacher,Premium,Married,0,13,Secondary,Website
C001687,M,69,Vladivostok,110466.49205332507,Manager,Retail,Widowed,0,11,Bachelor,Call Center
C001688,F,27,Moscow,74398.28972745343,Student,Retail,Widowed,1,13,Master,Website
C001689,M,26,Krasnodar,109264.22700817476,Teacher,Retail,Widowed,0,11,Bachelor,Branch
C001690,F,40,Vladivostok,69595.15003514364,Teacher,Premium,Single,0,7,Master,Branch
C001691,M,55,Yekaterinburg,84644.5412305182,Manager,Premium,Divorced,1,1,Secondary,Mobile App
C001692,F,62,Krasnodar,81155.01300890135,IT Specialist,Retail,Divorced,1,7,PhD,Mobile App
C001693,M,32,Kazan,139724.2551098612,Doctor,Premium,Married,0,13,Bachelor,Mobile App
C001694,M,63,Moscow,126396.53469603066,Teacher,Retail,Divorced,0,12,Bachelor,Website
C001695,F,74,Krasnodar,67173.08267806596,Doctor,Retail,Divorced,0,5,Bachelor,Mobile App
C001696,F,38,Yekaterinburg,124560.26278019807,Doctor,Retail,Married,1,0,Secondary,Mobile App
C001697,M,33,Yekaterinburg,68366.84941189323,Pensioner,Retail,Divorced,0,5,Bachelor,Mobile App
C001698,F,23,Vladivostok,48635.1052481616,Salesperson,Retail,Married,0,3,Bachelor,Website
C001699,F,19,Rostov-on-Don,79931.11116876377,Driver,Retail,Divorced,0,3,Bachelor,Mobile App
C001700,F,55,Vladivostok,108232.10303184955,Doctor,Premium,Widowed,1,11,Bachelor,Call Center
C001701,F,70,Saint Petersburg,113894.31025433647,Driver,Retail,Divorced,0,10,Secondary,Website
C001702,M,22,Yekaterinburg,71457.51692990022,Salesperson,Premium,Single,0,12,Bachelor,Website
C001703,M,56,Krasnodar,136918.91803877614,Engineer,Business,Widowed,1,9,Secondary,Website
C001704,F,57,Krasnodar,108993.03175361617,Student,Business,Married,0,3,Secondary,Mobile App
C001705,F,66,Sochi,96077.45177107613,Pensioner,Retail,Widowed,0,7,Bachelor,Website
C001706,M,52,Kazan,231165.11443834423,Salesperson,Retail,Single,0,6,Secondary,Mobile App
C001707,F,39,Moscow,81059.61709165196,Manager,Retail,Married,0,5,Bachelor,Mobile App
C001708,M,70,Novosibirsk,51371.777345031376,Driver,Retail,Divorced,0,4,Master,Mobile App
C001709,M,49,Krasnodar,106474.77078740534,Driver,Retail,Single,0,12,Secondary,Website
C001710,M,32,Yekaterinburg,24699.244690761945,Doctor,Retail,Single,0,1,Bachelor,Mobile App
C001711,F,26,Krasnodar,101527.96371738902,Accountant,Retail,Widowed,1,1,Bachelor,Mobile App
C001712,F,55,Kazan,140260.2853737402,Accountant,Retail,Widowed,1,13,Secondary,Branch
C001713,F,45,Vladivostok,71974.96702599546,Pensioner,Retail,Divorced,0,8,Master,Mobile App
C001714,M,27,Sochi,92739.09636841071,Doctor,Retail,Married,1,7,Bachelor,Mobile App
C001715,M,20,Krasnodar,115397.70367040401,Manager,Retail,Widowed,0,6,Bachelor,Website
C001716,F,50,Krasnodar,48294.334950314296,Doctor,Retail,Single,1,6,Master,Branch
C001717,M,62,Saint Petersburg,25502.419460453944,Engineer,Retail,Married,0,1,Bachelor,Mobile App
C001718,M,28,Novosibirsk,146820.4953854062,Accountant,Retail,Widowed,0,3,Bachelor,Website
C001719,M,45,Yekaterinburg,141990.355212052,Student,Retail,Married,0,1,Secondary,Mobile App
C001720,F,25,Rostov-on-Don,70884.55612738889,Teacher,Retail,Married,0,13,Secondary,Mobile App
C001721,F,25,Vladivostok,127982.5582310774,Doctor,Retail,Widowed,0,4,Secondary,Branch
C001722,M,59,Moscow,149336.4667623176,Teacher,Premium,Divorced,1,7,Master,Mobile App
C001723,F,37,Krasnodar,43019.703100093895,Pensioner,Retail,Single,0,1,Secondary,Mobile App
C001724,F,43,Kazan,20000.0,Manager,Retail,Married,1,2,Bachelor,Branch
C001725,M,29,Rostov-on-Don,57402.153927317326,IT Specialist,Retail,Single,1,11,Bachelor,Mobile App
C001726,M,65,Saint Petersburg,113311.20805175106,Manager,Retail,Widowed,1,11,Master,Mobile App
C001727,F,58,Krasnodar,112537.7410071118,Manager,Retail,Married,1,9,Secondary,Branch
C001728,F,69,Vladivostok,20000.0,Salesperson,Retail,Widowed,0,13,Bachelor,Mobile App
C001729,M,64,Vladivostok,78433.00878679054,Salesperson,Retail,Single,1,13,Secondary,Mobile App
C001730,F,41,Yekaterinburg,59256.15440175972,Student,Retail,Divorced,0,3,Bachelor,Mobile App
C001731,F,27,Sochi,115021.45175825906,Pensioner,Retail,Married,0,7,Bachelor,Branch
C001732,M,20,Sochi,95253.44158020223,Salesperson,Retail,Widowed,1,13,Bachelor,Mobile App
C001733,F,19,Sochi,73293.99473728199,Student,Retail,Married,1,8,Secondary,Website
C001734,F,43,Moscow,89870.35630324716,Accountant,Premium,Married,1,8,Secondary,Website
C001735,M,45,Kazan,98023.88242939644,Manager,Retail,Single,1,7,Secondary,Branch
C001736,M,52,Rostov-on-Don,108883.01301552512,Engineer,Retail,Married,0,8,Master,Branch
C001737,M,38,Rostov-on-Don,70046.96608142529,Salesperson,Premium,Divorced,0,2,Secondary,Mobile App
C001738,F,73,Vladivostok,103235.0431742954,Doctor,Retail,Divorced,0,11,Bachelor,Mobile App
C001739,F,63,Moscow,154635.7634267727,Manager,Retail,Widowed,0,6,Secondary,Call Center
C001740,F,47,Kazan,73210.97286251618,Manager,Retail,Single,1,7,Bachelor,Mobile App
C001741,M,29,Novosibirsk,76127.02720137381,Manager,Retail,Widowed,0,8,Bachelor,Call Center
C001742,F,64,Moscow,74119.05209314293,Engineer,Retail,Single,0,1,Master,Mobile App
C001743,F,73,Yekaterinburg,89712.81943746944,Doctor,Retail,Divorced,0,11,Secondary,Call Center
C001744,F,58,Kazan,66840.81362672377,Salesperson,Retail,Married,1,7,Master,Call Center
C001745,F,71,Novosibirsk,129119.693553326,Driver,Retail,Single,0,3,Bachelor,Mobile App
C001746,F,28,Kazan,68272.69896567722,Driver,Retail,Divorced,0,12,Master,Mobile App
C001747,F,52,Novosibirsk,172373.55053641222,Driver,Premium,Widowed,0,7,Secondary,Branch
C001748,M,27,Saint Petersburg,38399.29068926259,Manager,Retail,Widowed,0,4,Master,Mobile App
C001749,F,19,Rostov-on-Don,118076.33694407597,Pensioner,Retail,Divorced,0,4,Master,Mobile App
C001750,M,51,Yekaterinburg,95900.81187231437,IT Specialist,Retail,Single,0,10,Bachelor,Mobile App
C001751,F,43,Kazan,72689.43626261243,Driver,Retail,Married,1,0,Secondary,Branch
C001752,F,19,Sochi,155873.3903769761,IT Specialist,Retail,Married,0,14,Bachelor,Mobile App
C001753,F,23,Saint Petersburg,56801.51577684682,Doctor,Retail,Divorced,0,10,Secondary,Branch
C001754,F,18,Novosibirsk,77726.97607915841,IT Specialist,Retail,Single,1,11,Bachelor,Mobile App
C001755,M,31,Krasnodar,56889.81326321612,Manager,Retail,Widowed,0,0,Master,Mobile App
C001756,F,54,Krasnodar,120226.08094674439,Teacher,Business,Single,0,9,Bachelor,Mobile App
C001757,F,72,Vladivostok,140435.16061437843,Student,Retail,Divorced,0,4,Bachelor,Mobile App
C001758,M,61,Kazan,93470.88708515912,Accountant,Retail,Single,1,7,Bachelor,Mobile App
C001759,F,73,Rostov-on-Don,104124.75854030202,IT Specialist,Retail,Married,0,6,Secondary,Mobile App
C001760,F,58,Saint Petersburg,190277.17438185483,Teacher,Retail,Divorced,1,8,Secondary,Mobile App
C001761,M,28,Moscow,67863.34219124899,Student,Premium,Divorced,0,4,Bachelor,Mobile App
C001762,M,54,Sochi,20000.0,Doctor,Retail,Widowed,0,12,Secondary,Mobile App
C001763,M,29,Rostov-on-Don,61975.964009253905,Accountant,Retail,Single,0,11,Master,Branch
C001764,F,43,,45034.28243008197,Engineer,Retail,Divorced,1,4,PhD,Mobile App
C001765,M,48,Rostov-on-Don,111836.41860491018,Pensioner,Premium,Single,0,1,Master,Branch
C001766,M,22,Krasnodar,58874.12850043613,Student,Business,Single,1,14,Bachelor,Website
C001767,M,47,Novosibirsk,166311.81134971674,Accountant,Retail,Single,0,9,Bachelor,Website
C001768,M,48,Krasnodar,84271.74163755092,Manager,Premium,Divorced,0,0,Master,Mobile App
C001769,M,25,Vladivostok,48192.361063615026,Teacher,Retail,Married,1,2,Bachelor,Mobile App
C001770,F,29,Yekaterinburg,123497.7034040697,Pensioner,Retail,Single,1,1,Master,Website
C001771,M,44,Kazan,83004.82564285707,Pensioner,Retail,Widowed,0,6,Secondary,Branch
C001772,M,46,Moscow,110585.97253997228,Accountant,Retail,Widowed,1,3,Master,Mobile App
C001773,F,47,Moscow,20519.751403149072,Pensioner,Retail,Divorced,1,3,Secondary,Call Center
C001774,M,33,,176222.4309288639,Doctor,Premium,Single,1,5,Secondary,Mobile App
C001775,M,22,Novosibirsk,96588.28683654233,Salesperson,Retail,Single,0,5,Secondary,Call Center
C001776,F,54,Kazan,25270.884288130328,Engineer,Business,Widowed,1,8,Master,Call Center
C001777,F,44,Kazan,82889.83949696684,Manager,Business,Single,0,13,Bachelor,Website
C001778,F,59,Kazan,88585.9841022272,Manager,Retail,Widowed,0,13,Master,Mobile App
C001779,M,55,Novosibirsk,144922.98909542474,Pensioner,Premium,Married,0,1,Master,Mobile App
C001780,M,72,Kazan,99482.83229967745,IT Specialist,Retail,Married,0,4,Bachelor,Call Center
C001781,M,58,Saint Petersburg,70780.33218886398,Accountant,Retail,Divorced,1,5,Master,Website
C001782,F,25,Moscow,121515.79015031259,Manager,Retail,Single,0,1,Secondary,Mobile App
C001783,M,50,Rostov-on-Don,49174.306454736245,Teacher,Retail,Divorced,0,2,Secondary,Mobile App
C001784,M,28,Kazan,42946.38963862681,Salesperson,Retail,Widowed,1,13,Secondary,Mobile App
C001785,F,19,Yekaterinburg,155584.4092156465,IT Specialist,Retail,Single,0,5,Secondary,Mobile App
C001786,F,32,Moscow,87682.06828033373,Pensioner,Retail,Married,0,12,Bachelor,Mobile App
C001787,M,21,Saint Petersburg,113530.65577522063,Engineer,Retail,Divorced,0,7,Master,Mobile App
C001788,M,25,Krasnodar,64252.892397817224,Accountant,Retail,Single,1,0,Bachelor,Mobile App
C001789,M,50,Krasnodar,62978.80177811712,Engineer,Retail,Single,1,6,PhD,Mobile App
C001790,F,73,Vladivostok,20000.0,Doctor,Retail,Divorced,0,5,Bachelor,Mobile App
C001791,M,23,Saint Petersburg,119411.25315496011,IT Specialist,Retail,Widowed,0,6,PhD,Mobile App
C001792,M,53,Vladivostok,92074.78701961586,Accountant,Retail,Married,1,4,Bachelor,Mobile App
C001793,F,45,Saint Petersburg,55426.47306381099,IT Specialist,Retail,Single,0,2,Secondary,Branch
C001794,F,64,Novosibirsk,,Student,Retail,Widowed,0,2,Master,Website
C001795,F,28,Yekaterinburg,108783.03676312542,Teacher,Retail,Single,0,4,Secondary,Branch
C001796,M,67,Kazan,77740.81558399937,Salesperson,Retail,Married,1,6,Bachelor,Website
C001797,M,64,Moscow,43439.20582176283,IT Specialist,Premium,Single,0,0,Bachelor,Call Center
C001798,F,37,Yekaterinburg,105410.34280500052,Student,Retail,Married,0,9,Secondary,Mobile App
C001799,F,56,Moscow,129390.65281683092,Teacher,Retail,Widowed,1,4,PhD,Mobile App
C001800,F,27,Kazan,124204.13616363282,Accountant,Retail,Married,0,14,Bachelor,Mobile App
C001801,M,20,Krasnodar,64616.28532186504,Accountant,Premium,Widowed,0,3,Bachelor,Mobile App
C001802,F,20,Krasnodar,110979.69513302893,Engineer,Retail,Married,1,9,Bachelor,Branch
C001803,M,52,Saint Petersburg,,Doctor,Retail,Married,1,7,Bachelor,Branch
C001804,F,31,Sochi,79581.6565695524,IT Specialist,Premium,Married,0,7,Bachelor,Mobile App
C001805,F,59,Saint Petersburg,56550.22336998674,Manager,Retail,Married,0,13,Master,Mobile App
C001806,M,67,Rostov-on-Don,34105.262989365634,IT Specialist,Premium,Widowed,0,13,Master,Mobile App
C001807,F,59,Moscow,34404.98952358896,Doctor,Retail,Married,1,1,Secondary,Call Center
C001808,F,44,Moscow,20336.471235874793,Doctor,Retail,Married,1,13,Bachelor,Mobile App
C001809,M,28,,173530.2341012252,Accountant,Retail,Widowed,1,6,PhD,Website
C001810,F,25,Rostov-on-Don,50952.420756419364,Student,Retail,Married,0,14,Bachelor,Branch
C001811,M,66,Sochi,58835.76169153489,Driver,Retail,Single,1,12,Bachelor,Website
C001812,M,56,Moscow,85889.25814706241,Teacher,Retail,Widowed,1,0,Secondary,Mobile App
C001813,M,57,Novosibirsk,97005.72179329314,Salesperson,Premium,Single,0,1,Bachelor,Mobile App
C001814,M,62,Novosibirsk,131969.43576792435,Salesperson,Premium,Single,0,13,Master,Branch
C001815,M,25,Novosibirsk,81619.90314472269,IT Specialist,Retail,Widowed,1,7,Master,Mobile App
C001816,F,36,Krasnodar,30945.129962583276,Doctor,Retail,Widowed,0,3,PhD,Mobile App
C001817,M,57,Yekaterinburg,82754.70704218013,Manager,Retail,Married,1,14,Secondary,Website
C001818,F,71,Rostov-on-Don,87558.83340350231,Pensioner,Retail,Divorced,0,2,Secondary,Mobile App
C001819,M,72,Yekaterinburg,107696.45179571248,Pensioner,Retail,Widowed,0,14,Bachelor,Branch
C001820,F,37,Krasnodar,111155.43101640967,Pensioner,Retail,Single,0,8,Bachelor,Mobile App
C001821,F,27,Saint Petersburg,121373.71806089787,Salesperson,Retail,Married,0,2,PhD,Mobile App
C001822,M,60,Novosibirsk,115367.01642880155,Accountant,Retail,Single,1,3,Bachelor,Mobile App
C001823,M,66,Vladivostok,107580.61604233996,Engineer,Retail,Married,1,3,Secondary,Website
C001824,F,67,Kazan,127422.15760088748,Teacher,Retail,Single,0,2,Bachelor,Mobile App
C001825,F,58,,28402.467492111806,Driver,Business,Married,1,4,Bachelor,Mobile App
C001826,F,40,Vladivostok,98003.98394056417,Driver,Retail,Divorced,1,0,Bachelor,Website
C001827,F,72,Saint Petersburg,136015.839689379,IT Specialist,Retail,Single,1,1,Secondary,Website
C001828,F,23,Sochi,135402.18774131802,Driver,Retail,Divorced,0,9,Master,Website
C001829,F,22,Saint Petersburg,138551.77070939753,Manager,Retail,Married,1,4,Bachelor,Website
C001830,F,27,Sochi,62466.058457005616,Doctor,Retail,Single,0,14,Bachelor,Website
C001831,M,60,Vladivostok,44773.216837692686,Teacher,Retail,Single,1,1,Bachelor,Mobile App
C001832,M,43,,,Teacher,Retail,Divorced,1,9,Bachelor,Mobile App
C001833,F,43,Novosibirsk,72847.15148894301,Manager,Retail,Single,1,2,Bachelor,Branch
C001834,M,18,Moscow,68786.77510157033,Manager,Premium,Married,1,14,Secondary,Website
C001835,F,46,Novosibirsk,84317.52022885159,Engineer,Retail,Single,0,7,Master,Mobile App
C001836,F,33,,106723.9311098618,Salesperson,Retail,Divorced,0,6,Bachelor,Website
C001837,F,51,Krasnodar,100596.89267863544,Manager,Retail,Widowed,0,5,Master,Mobile App
C001838,F,19,,107031.92119417651,IT Specialist,Premium,Single,1,9,Master,Website
C001839,F,42,Kazan,65410.667475314454,Doctor,Retail,Single,0,2,Secondary,Mobile App
C001840,F,19,Vladivostok,49911.62347035954,Student,Retail,Married,1,11,Bachelor,Mobile App
C001841,F,22,Novosibirsk,90027.19151549018,Student,Retail,Widowed,0,13,Bachelor,Mobile App
C001842,F,72,Moscow,82431.38155615836,Manager,Retail,Single,1,5,Secondary,Mobile App
C001843,M,33,Rostov-on-Don,106278.85093518149,Doctor,Retail,Widowed,0,0,Bachelor,Website
C001844,F,60,Kazan,85017.4641177689,Doctor,Business,Married,0,1,Bachelor,Branch
C001845,M,60,Rostov-on-Don,110140.77981303158,Engineer,Retail,Single,1,4,Master,Mobile App
C001846,F,38,Rostov-on-Don,119442.7733616764,Pensioner,Retail,Single,0,2,Bachelor,Mobile App
C001847,F,45,Vladivostok,64842.622264735764,Doctor,Retail,Widowed,0,11,Secondary,Website
C001848,F,27,Saint Petersburg,27230.37505086096,IT Specialist,Retail,Married,0,3,Secondary,Website
C001849,M,43,Novosibirsk,130480.43794929468,Teacher,Retail,Married,0,13,Master,Website
C001850,F,68,Vladivostok,94514.44400291267,Student,Retail,Widowed,0,5,Master,Website
C001851,M,38,Rostov-on-Don,69888.29001521943,Driver,Retail,Married,0,12,Bachelor,Branch
C001852,F,23,Kazan,96938.07148007875,Doctor,Retail,Single,0,4,Secondary,Website
C001853,M,38,Moscow,156820.51348504986,IT Specialist,Premium,Divorced,0,13,Bachelor,Website
C001854,F,46,Kazan,180782.52788013086,Pensioner,Retail,Single,0,4,Bachelor,Mobile App
C001855,M,44,Vladivostok,87158.6563787598,Pensioner,Retail,Single,1,9,Secondary,Website
C001856,M,45,,108166.9977085349,Engineer,Premium,Single,0,13,Secondary,Mobile App
C001857,F,51,Sochi,122603.3572371869,Pensioner,Retail,Single,1,11,Secondary,Call Center
C001858,F,43,Krasnodar,120138.9198056118,Manager,Retail,Divorced,1,6,Secondary,Mobile App
C001859,M,72,Rostov-on-Don,37948.29166284756,Doctor,Retail,Widowed,0,7,Bachelor,Call Center
C001860,F,27,Sochi,134913.11552849656,Student,Retail,Married,1,2,Secondary,Mobile App
C001861,M,20,Yekaterinburg,73399.81989081901,Doctor,Retail,Married,1,0,Secondary,Mobile App
C001862,F,53,Sochi,82319.90341081687,Student,Retail,Single,1,1,Secondary,Website
C001863,F,40,Novosibirsk,37710.61758693858,Student,Retail,Divorced,0,8,Bachelor,Website
C001864,F,72,Novosibirsk,88353.75604192945,IT Specialist,Business,Widowed,1,7,Bachelor,Mobile App
C001865,F,48,Rostov-on-Don,112500.73233708741,Manager,Premium,Divorced,0,4,Secondary,Website
